#,日期-时间 (China Standard Time),Ch:2 - 温度   (°C),Ch:3 - 相对湿度   (%),Ch:4 - 光   (lux),露点   (°C),传感器已通电,传感器未通电,连接的主机,文件结尾
397,07/14/2023 14:39:01,28.017,54.45,27.13,17.99,,,,
398,07/14/2023 14:39:06,28.017,54.54,27.13,18.02,,,,
399,07/14/2023 14:39:11,28.015,54.52,27.13,18.01,,,,
400,07/14/2023 14:39:16,28.009,54.36,27.13,17.96,,,,
401,07/14/2023 14:39:21,28.003,54.13,27.13,17.89,,,,
402,07/14/2023 14:39:26,28,53.99,27.13,17.84,,,,
403,07/14/2023 14:39:31,27.993,53.84,27.13,17.79,,,,
404,07/14/2023 14:39:36,27.989,53.77,27.13,17.77,,,,
405,07/14/2023 14:39:41,27.983,53.77,27.13,17.76,,,,
406,07/14/2023 14:39:46,27.973,53.67,27.13,17.72,,,,
407,07/14/2023 14:39:51,27.967,53.58,27.13,17.69,,,,
408,07/14/2023 14:39:56,27.963,53.57,27.13,17.69,,,,
409,07/14/2023 14:40:01,27.961,53.7,27.13,17.72,,,,
410,07/14/2023 14:40:06,27.96,53.75,27.13,17.74,,,,
411,07/14/2023 14:40:11,27.958,53.68,27.13,17.71,,,,
412,07/14/2023 14:40:16,27.953,53.74,27.13,17.73,,,,
413,07/14/2023 14:40:21,27.95,53.75,27.13,17.73,,,,
414,07/14/2023 14:40:26,27.946,53.67,27.13,17.7,,,,
415,07/14/2023 14:40:31,27.944,53.57,27.13,17.67,,,,
416,07/14/2023 14:40:36,27.944,53.55,27.13,17.66,,,,
417,07/14/2023 14:40:41,27.946,53.77,27.13,17.73,,,,
418,07/14/2023 14:40:46,27.947,53.63,27.13,17.69,,,,
419,07/14/2023 14:40:51,27.944,53.55,27.13,17.66,,,,
420,07/14/2023 14:40:56,27.938,53.53,27.13,17.65,,,,
421,07/14/2023 14:41:01,27.935,53.46,27.13,17.63,,,,
422,07/14/2023 14:41:06,27.936,53.66,27.13,17.69,,,,
423,07/14/2023 14:41:11,27.932,53.63,27.13,17.67,,,,
424,07/14/2023 14:41:16,27.93,53.69,27.13,17.69,,,,
425,07/14/2023 14:41:21,27.926,53.51,27.13,17.63,,,,
426,07/14/2023 14:41:26,27.919,53.31,27.13,17.57,,,,
427,07/14/2023 14:41:31,27.915,53.27,27.13,17.55,,,,
428,07/14/2023 14:41:36,27.91,53.25,27.13,17.54,,,,
429,07/14/2023 14:41:41,27.902,53.04,27.13,17.47,,,,
430,07/14/2023 14:41:46,27.898,53.09,27.13,17.48,,,,
431,07/14/2023 14:41:51,27.893,53.1,27.13,17.48,,,,
432,07/14/2023 14:41:56,27.893,53.14,27.13,17.49,,,,
433,07/14/2023 14:42:01,27.89,53.06,27.13,17.47,,,,
434,07/14/2023 14:42:06,27.885,52.98,27.13,17.44,,,,
435,07/14/2023 14:42:11,27.884,52.98,27.13,17.43,,,,
436,07/14/2023 14:42:16,27.879,52.92,27.13,17.41,,,,
437,07/14/2023 14:42:21,27.879,53.05,27.13,17.45,,,,
438,07/14/2023 14:42:26,27.882,53.24,27.13,17.51,,,,
439,07/14/2023 14:42:31,27.882,53.19,27.13,17.5,,,,
440,07/14/2023 14:42:36,27.875,53,27.13,17.43,,,,
441,07/14/2023 14:42:41,27.875,53.01,27.13,17.44,,,,
442,07/14/2023 14:42:46,27.873,53.19,27.13,17.49,,,,
443,07/14/2023 14:42:51,27.87,53.15,27.13,17.47,,,,
444,07/14/2023 14:42:56,27.87,52.99,27.13,17.43,,,,
445,07/14/2023 14:43:01,27.87,52.93,27.13,17.41,,,,
446,07/14/2023 14:43:06,27.868,52.94,27.13,17.41,,,,
447,07/14/2023 14:43:11,27.865,52.93,27.13,17.4,,,,
448,07/14/2023 14:43:16,27.862,52.87,27.13,17.38,,,,
449,07/14/2023 14:43:21,27.859,52.82,27.13,17.37,,,,
450,07/14/2023 14:43:26,27.855,52.77,27.13,17.35,,,,
451,07/14/2023 14:43:31,27.85,52.68,27.13,17.32,,,,
452,07/14/2023 14:43:36,27.845,52.66,27.13,17.31,,,,
453,07/14/2023 14:43:41,27.841,52.63,27.13,17.29,,,,
454,07/14/2023 14:43:46,27.839,52.61,27.13,17.28,,,,
455,07/14/2023 14:43:51,27.841,52.7,27.13,17.31,,,,
456,07/14/2023 14:43:56,27.841,52.9,27.13,17.37,,,,
457,07/14/2023 14:44:01,27.838,52.88,27.13,17.36,,,,
458,07/14/2023 14:44:06,27.836,52.72,26.87,17.31,,,,
459,07/14/2023 14:44:11,27.833,52.75,26.87,17.32,,,,
460,07/14/2023 14:44:16,27.833,52.61,26.87,17.28,,,,
461,07/14/2023 14:44:21,27.833,52.5,26.33,17.24,,,,
462,07/14/2023 14:44:26,27.831,52.48,27.13,17.24,,,,
463,07/14/2023 14:44:31,27.825,52.5,27.13,17.24,,,,
464,07/14/2023 14:44:36,27.824,52.49,27.13,17.23,,,,
465,07/14/2023 14:44:41,27.824,52.53,26.87,17.24,,,,
466,07/14/2023 14:44:46,27.821,52.51,26.6,17.24,,,,
467,07/14/2023 14:44:51,27.818,52.64,26.6,17.27,,,,
468,07/14/2023 14:44:56,27.814,52.66,26.6,17.28,,,,
469,07/14/2023 14:45:01,27.81,52.48,26.87,17.22,,,,
470,07/14/2023 14:45:06,27.807,52.44,27.13,17.2,,,,
471,07/14/2023 14:45:11,27.804,52.34,27.13,17.17,,,,
472,07/14/2023 14:45:16,27.799,52.29,27.13,17.15,,,,
473,07/14/2023 14:45:21,27.798,52.27,27.13,17.14,,,,
474,07/14/2023 14:45:26,27.801,52.39,27.13,17.18,,,,
475,07/14/2023 14:45:31,27.802,52.28,27.13,17.15,,,,
476,07/14/2023 14:45:36,27.799,52.38,27.13,17.18,,,,
477,07/14/2023 14:45:41,27.79,52.31,27.13,17.15,,,,
478,07/14/2023 14:45:46,27.779,52.15,27.13,17.09,,,,
479,07/14/2023 14:45:51,27.774,52.15,27.13,17.08,,,,
480,07/14/2023 14:45:56,27.773,52.13,27.13,17.08,,,,
481,07/14/2023 14:46:01,27.77,52.24,27.13,17.11,,,,
482,07/14/2023 14:46:06,27.767,52.18,27.13,17.09,,,,
483,07/14/2023 14:46:11,27.765,52.13,27.13,17.07,,,,
484,07/14/2023 14:46:16,27.765,52.24,27.13,17.1,,,,
485,07/14/2023 14:46:21,27.768,52.69,27.13,17.24,,,,
486,07/14/2023 14:46:26,27.773,52.89,27.13,17.31,,,,
487,07/14/2023 14:46:31,27.776,52.72,27.13,17.26,,,,
488,07/14/2023 14:46:36,27.773,52.68,27.13,17.24,,,,
489,07/14/2023 14:46:41,27.77,52.42,27.13,17.16,,,,
490,07/14/2023 14:46:46,27.765,52.21,27.13,17.09,,,,
491,07/14/2023 14:46:51,27.764,52.2,27.13,17.09,,,,
492,07/14/2023 14:46:56,27.76,52.11,27.13,17.06,,,,
493,07/14/2023 14:47:01,27.76,52.08,27.13,17.05,,,,
494,07/14/2023 14:47:06,27.756,52.04,27.13,17.04,,,,
495,07/14/2023 14:47:11,27.753,51.98,27.4,17.01,,,,
496,07/14/2023 14:47:16,27.754,51.91,27.4,16.99,,,,
497,07/14/2023 14:47:21,27.751,51.98,27.4,17.01,,,,
498,07/14/2023 14:47:26,27.747,52.03,27.4,17.02,,,,
499,07/14/2023 14:47:31,27.744,52.04,27.13,17.02,,,,
500,07/14/2023 14:47:36,27.74,51.9,27.13,16.98,,,,
501,07/14/2023 14:47:41,27.737,51.84,27.13,16.96,,,,
502,07/14/2023 14:47:46,27.734,51.75,27.13,16.93,,,,
503,07/14/2023 14:47:51,27.734,51.78,27.13,16.94,,,,
504,07/14/2023 14:47:56,27.733,51.74,27.13,16.92,,,,
505,07/14/2023 14:48:01,27.731,51.64,27.13,16.89,,,,
506,07/14/2023 14:48:06,27.73,51.67,26.6,16.9,,,,
507,07/14/2023 14:48:11,27.728,51.55,26.87,16.86,,,,
508,07/14/2023 14:48:16,27.724,51.4,26.87,16.81,,,,
509,07/14/2023 14:48:21,27.717,51.26,26.87,16.76,,,,
510,07/14/2023 14:48:26,27.717,51.35,27.13,16.79,,,,
511,07/14/2023 14:48:31,27.716,51.3,27.13,16.77,,,,
512,07/14/2023 14:48:36,27.713,51.14,27.13,16.72,,,,
513,07/14/2023 14:48:41,27.711,51.1,27.4,16.71,,,,
514,07/14/2023 14:48:46,27.71,51.12,27.13,16.71,,,,
515,07/14/2023 14:48:51,27.708,51.05,27.4,16.69,,,,
516,07/14/2023 14:48:56,27.707,51.05,27.13,16.69,,,,
517,07/14/2023 14:49:01,27.707,50.8,27.13,16.61,,,,
518,07/14/2023 14:49:06,27.705,50.6,27.13,16.54,,,,
519,07/14/2023 14:49:11,27.703,50.54,27.13,16.52,,,,
520,07/14/2023 14:49:16,27.702,50.43,27.13,16.49,,,,
521,07/14/2023 14:49:21,27.699,50.37,27.13,16.47,,,,
522,07/14/2023 14:49:26,27.693,50.2,27.13,16.41,,,,
523,07/14/2023 14:49:31,27.688,50.22,27.13,16.41,,,,
524,07/14/2023 14:49:36,27.687,50.01,27.13,16.34,,,,
525,07/14/2023 14:49:41,27.683,50.19,27.13,16.4,,,,
526,07/14/2023 14:49:46,27.682,50.15,27.13,16.38,,,,
527,07/14/2023 14:49:51,27.68,49.87,27.13,16.29,,,,
528,07/14/2023 14:49:56,27.68,50.21,27.4,16.4,,,,
529,07/14/2023 14:50:01,27.68,50.07,27.4,16.36,,,,
530,07/14/2023 14:50:06,27.682,50.64,27.13,16.54,,,,
531,07/14/2023 14:50:11,27.683,50.96,27.4,16.64,,,,
532,07/14/2023 14:50:16,27.683,50.76,27.13,16.57,,,,
533,07/14/2023 14:50:21,27.683,50.78,27.13,16.58,,,,
534,07/14/2023 14:50:26,27.683,50.57,26.33,16.52,,,,
535,07/14/2023 14:50:31,27.682,50.08,27.13,16.36,,,,
536,07/14/2023 14:50:36,27.682,50.03,27.13,16.34,,,,
537,07/14/2023 14:50:41,27.682,49.46,27.13,16.17,,,,
538,07/14/2023 14:50:46,27.68,49.23,27.13,16.09,,,,
539,07/14/2023 14:50:51,27.679,49.18,27.13,16.07,,,,
540,07/14/2023 14:50:56,27.674,49.06,27.13,16.03,,,,
541,07/14/2023 14:51:01,27.67,48.91,27.13,15.98,,,,
542,07/14/2023 14:51:06,27.668,49.37,27.13,16.12,,,,
543,07/14/2023 14:51:11,27.666,49.31,27.13,16.1,,,,
544,07/14/2023 14:51:16,27.663,49.17,27.13,16.06,,,,
545,07/14/2023 14:51:21,27.662,49.63,27.13,16.2,,,,
546,07/14/2023 14:51:26,27.66,49.68,27.13,16.21,,,,
547,07/14/2023 14:51:31,27.66,49.68,27.13,16.22,,,,
548,07/14/2023 14:51:36,27.659,49.96,27.13,16.3,,,,
549,07/14/2023 14:51:41,27.659,49.57,27.13,16.18,,,,
550,07/14/2023 14:51:46,27.657,49.07,27.13,16.02,,,,
551,07/14/2023 14:51:51,27.656,48.92,27.13,15.97,,,,
552,07/14/2023 14:51:56,27.654,49.09,27.13,16.02,,,,
553,07/14/2023 14:52:01,27.653,49.24,27.13,16.07,,,,
554,07/14/2023 14:52:06,27.651,49.33,27.13,16.1,,,,
555,07/14/2023 14:52:11,27.646,49.25,27.4,16.07,,,,
556,07/14/2023 14:52:16,27.642,49.37,27.13,16.1,,,,
557,07/14/2023 14:52:21,27.64,49.67,27.4,16.2,,,,
558,07/14/2023 14:52:26,27.633,49.86,27.4,16.25,,,,
559,07/14/2023 14:52:31,27.628,49.95,27.4,16.27,,,,
560,07/14/2023 14:52:36,27.62,50.34,27.4,16.39,,,,
561,07/14/2023 14:52:41,27.617,50.61,27.4,16.47,,,,
562,07/14/2023 14:52:46,27.617,50.79,27.4,16.52,,,,
563,07/14/2023 14:52:51,27.616,50.86,27.4,16.54,,,,
564,07/14/2023 14:52:56,27.617,51.03,27.4,16.6,,,,
565,07/14/2023 14:53:01,27.617,51.22,27.4,16.66,,,,
566,07/14/2023 14:53:06,27.616,51.23,27.4,16.66,,,,
567,07/14/2023 14:53:11,27.616,51.27,27.4,16.67,,,,
568,07/14/2023 14:53:16,27.616,51.44,27.4,16.72,,,,
569,07/14/2023 14:53:21,27.614,51.55,27.4,16.75,,,,
570,07/14/2023 14:53:26,27.611,51.62,27.13,16.77,,,,
571,07/14/2023 14:53:31,27.608,51.73,27.4,16.8,,,,
572,07/14/2023 14:53:36,27.603,51.89,27.4,16.85,,,,
573,07/14/2023 14:53:41,27.602,51.97,27.4,16.87,,,,
574,07/14/2023 14:53:46,27.602,52.1,27.4,16.91,,,,
575,07/14/2023 14:53:51,27.6,52.22,27.4,16.95,,,,
576,07/14/2023 14:53:56,27.6,52.31,27.13,16.97,,,,
577,07/14/2023 14:54:01,27.6,52.41,27.4,17,,,,
578,07/14/2023 14:54:06,27.597,52.51,27.4,17.03,,,,
579,07/14/2023 14:54:11,27.597,52.42,27.4,17,,,,
580,07/14/2023 14:54:16,27.597,52.46,27.4,17.01,,,,
581,07/14/2023 14:54:21,27.597,52.57,27.4,17.05,,,,
582,07/14/2023 14:54:26,27.596,52.68,26.87,17.08,,,,
583,07/14/2023 14:54:31,27.594,52.76,26.87,17.1,,,,
584,07/14/2023 14:54:36,27.593,52.83,26.87,17.12,,,,
585,07/14/2023 14:54:41,27.589,52.89,27.13,17.14,,,,
586,07/14/2023 14:54:46,27.586,53.1,27.4,17.2,,,,
587,07/14/2023 14:54:51,27.577,53.74,27.4,17.38,,,,
588,07/14/2023 14:54:56,27.571,54.24,27.4,17.52,,,,
589,07/14/2023 14:55:01,27.566,54.23,27.4,17.51,,,,
590,07/14/2023 14:55:06,27.56,54.15,27.4,17.48,,,,
591,07/14/2023 14:55:11,27.556,54.64,27.4,17.62,,,,
592,07/14/2023 14:55:16,27.556,54.83,27.4,17.68,,,,
593,07/14/2023 14:55:21,27.553,54.7,27.4,17.64,,,,
594,07/14/2023 14:55:26,27.548,55.19,27.4,17.77,,,,
595,07/14/2023 14:55:31,27.543,55.45,27.4,17.84,,,,
596,07/14/2023 14:55:36,27.54,55.31,27.4,17.8,,,,
597,07/14/2023 14:55:41,27.539,55.62,27.13,17.89,,,,
598,07/14/2023 14:55:46,27.536,55.5,27.13,17.85,,,,
599,07/14/2023 14:55:51,27.534,55.07,27.13,17.73,,,,
600,07/14/2023 14:55:56,27.537,54.64,27.13,17.61,,,,
601,07/14/2023 14:56:01,27.537,54.28,27.13,17.5,,,,
602,07/14/2023 14:56:06,27.537,54.08,27.4,17.44,,,,
603,07/14/2023 14:56:11,27.536,54.17,27.4,17.47,,,,
604,07/14/2023 14:56:16,27.536,54.34,27.4,17.52,,,,
605,07/14/2023 14:56:21,27.533,54.75,26.6,17.63,,,,
606,07/14/2023 14:56:26,27.529,54.96,27.13,17.69,,,,
607,07/14/2023 14:56:31,27.525,54.97,27.13,17.69,,,,
608,07/14/2023 14:56:36,27.523,55.2,26.87,17.75,,,,
609,07/14/2023 14:56:41,27.52,55.56,26.87,17.85,,,,
610,07/14/2023 14:56:46,27.517,56,27.4,17.98,,,,
611,07/14/2023 14:56:51,27.514,55.89,27.4,17.94,,,,
612,07/14/2023 14:56:56,27.509,55.78,27.4,17.91,,,,
613,07/14/2023 14:57:01,27.509,55.55,27.67,17.84,,,,
614,07/14/2023 14:57:06,27.509,55.52,27.67,17.83,,,,
615,07/14/2023 14:57:11,27.508,55.99,27.67,17.96,,,,
616,07/14/2023 14:57:16,27.508,56.37,27.67,18.07,,,,
617,07/14/2023 14:57:21,27.505,56.62,27.4,18.14,,,,
618,07/14/2023 14:57:26,27.503,56.96,27.67,18.23,,,,
619,07/14/2023 14:57:31,27.502,56.98,27.4,18.24,,,,
620,07/14/2023 14:57:36,27.499,56.94,27.4,18.23,,,,
621,07/14/2023 14:57:41,27.499,56.6,27.4,18.13,,,,
622,07/14/2023 14:57:46,27.499,56.66,27.4,18.15,,,,
623,07/14/2023 14:57:51,27.497,56.62,27.4,18.13,,,,
624,07/14/2023 14:57:56,27.493,56.73,27.4,18.16,,,,
625,07/14/2023 14:58:01,27.493,56.94,27.4,18.22,,,,
626,07/14/2023 14:58:06,27.491,56.71,27.4,18.15,,,,
627,07/14/2023 14:58:11,27.493,56.47,27.4,18.09,,,,
628,07/14/2023 14:58:16,27.494,56.85,27.4,18.19,,,,
629,07/14/2023 14:58:21,27.496,57.21,27.13,18.3,,,,
630,07/14/2023 14:58:26,27.499,57.4,27.13,18.35,,,,
631,07/14/2023 14:58:31,27.5,57.23,27.13,18.31,,,,
632,07/14/2023 14:58:36,27.5,56.93,27.13,18.22,,,,
633,07/14/2023 14:58:41,27.5,56.96,27.4,18.23,,,,
634,07/14/2023 14:58:46,27.5,56.96,27.4,18.23,,,,
635,07/14/2023 14:58:51,27.502,56.48,27.4,18.1,,,,
636,07/14/2023 14:58:56,27.505,56.76,27.4,18.18,,,,
637,07/14/2023 14:59:01,27.506,57.07,27.4,18.27,,,,
638,07/14/2023 14:59:06,27.509,57.14,27.4,18.29,,,,
639,07/14/2023 14:59:11,27.509,57.02,27.4,18.26,,,,
640,07/14/2023 14:59:16,27.511,56.71,27.13,18.17,,,,
641,07/14/2023 14:59:21,27.513,57.05,27.4,18.27,,,,
642,07/14/2023 14:59:26,27.513,57.1,27.4,18.28,,,,
643,07/14/2023 14:59:31,27.514,57.16,27.4,18.3,,,,
644,07/14/2023 14:59:36,27.513,57.44,27.4,18.38,,,,
645,07/14/2023 14:59:41,27.513,57.26,27.4,18.33,,,,
646,07/14/2023 14:59:46,27.511,56.95,27.4,18.24,,,,
647,07/14/2023 14:59:51,27.508,56.56,27.67,18.13,,,,
648,07/14/2023 14:59:56,27.511,56.21,27.4,18.03,,,,
649,07/14/2023 15:00:01,27.513,56.13,27.67,18.01,,,,
650,07/14/2023 15:00:06,27.509,56.22,28.21,18.03,,,,
651,07/14/2023 15:00:11,27.509,55.99,27.13,17.97,,,,
652,07/14/2023 15:00:16,27.509,55.91,27.67,17.94,,,,
653,07/14/2023 15:00:21,27.513,56.12,27.67,18.01,,,,
654,07/14/2023 15:00:26,27.516,56.44,27.67,18.1,,,,
655,07/14/2023 15:00:31,27.52,56.58,27.67,18.14,,,,
656,07/14/2023 15:00:36,27.523,56.6,27.67,18.15,,,,
657,07/14/2023 15:00:41,27.526,56.73,27.67,18.19,,,,
658,07/14/2023 15:00:46,27.529,56.72,27.94,18.19,,,,
659,07/14/2023 15:00:51,27.533,56.73,27.67,18.2,,,,
660,07/14/2023 15:00:56,27.536,56.83,27.67,18.23,,,,
661,07/14/2023 15:01:01,27.539,56.76,27.4,18.21,,,,
662,07/14/2023 15:01:06,27.54,56.84,27.4,18.24,,,,
663,07/14/2023 15:01:11,27.543,56.88,27.94,18.25,,,,
664,07/14/2023 15:01:16,27.546,57.03,27.94,18.29,,,,
665,07/14/2023 15:01:21,27.549,57.08,27.94,18.31,,,,
666,07/14/2023 15:01:26,27.553,57.08,27.67,18.32,,,,
667,07/14/2023 15:01:31,27.556,57.15,27.4,18.34,,,,
668,07/14/2023 15:01:36,27.559,57.19,27.4,18.35,,,,
669,07/14/2023 15:01:41,27.562,57.29,27.4,18.38,,,,
670,07/14/2023 15:01:46,27.563,57.37,27.4,18.4,,,,
671,07/14/2023 15:01:51,27.566,57.34,27.4,18.4,,,,
672,07/14/2023 15:01:56,27.569,57.31,27.4,18.4,,,,
673,07/14/2023 15:02:01,27.573,57.44,27.4,18.43,,,,
674,07/14/2023 15:02:06,27.574,57.57,27.13,18.47,,,,
675,07/14/2023 15:02:11,27.577,57.45,27.13,18.44,,,,
676,07/14/2023 15:02:16,27.579,57.51,27.4,18.46,,,,
677,07/14/2023 15:02:21,27.582,57.45,27.4,18.44,,,,
678,07/14/2023 15:02:26,27.583,57.43,26.87,18.44,,,,
679,07/14/2023 15:02:31,27.586,57.37,27.67,18.43,,,,
680,07/14/2023 15:02:36,27.588,57.57,27.67,18.48,,,,
681,07/14/2023 15:02:41,27.591,57.58,27.67,18.49,,,,
682,07/14/2023 15:02:46,27.593,57.74,27.67,18.54,,,,
683,07/14/2023 15:02:51,27.596,57.76,27.67,18.54,,,,
684,07/14/2023 15:02:56,27.597,57.64,27.67,18.51,,,,
685,07/14/2023 15:03:01,27.6,57.58,27.94,18.5,,,,
686,07/14/2023 15:03:06,27.602,57.57,27.67,18.5,,,,
687,07/14/2023 15:03:11,27.603,57.42,27.67,18.46,,,,
688,07/14/2023 15:03:16,27.606,57.4,27.67,18.45,,,,
689,07/14/2023 15:03:21,27.608,57.22,27.4,18.41,,,,
690,07/14/2023 15:03:26,27.611,57.27,27.4,18.42,,,,
691,07/14/2023 15:03:31,27.614,57.17,27.4,18.4,,,,
692,07/14/2023 15:03:36,27.616,57.04,27.13,18.36,,,,
693,07/14/2023 15:03:41,27.617,56.84,27.13,18.31,,,,
694,07/14/2023 15:03:46,27.62,56.69,27.67,18.27,,,,
695,07/14/2023 15:03:51,27.622,56.55,26.87,18.23,,,,
696,07/14/2023 15:03:56,27.623,56.41,26.6,18.19,,,,
697,07/14/2023 15:04:01,27.625,56.34,26.6,18.17,,,,
698,07/14/2023 15:04:06,27.626,56.23,26.6,18.15,,,,
699,07/14/2023 15:04:11,27.628,56.09,26.6,18.11,,,,
700,07/14/2023 15:04:16,27.63,55.96,26.6,18.07,,,,
701,07/14/2023 15:04:21,27.631,55.95,27.4,18.07,,,,
702,07/14/2023 15:04:26,27.633,56.02,27.4,18.09,,,,
703,07/14/2023 15:04:31,27.634,55.96,27.13,18.07,,,,
704,07/14/2023 15:04:36,27.636,55.93,27.13,18.07,,,,
705,07/14/2023 15:04:41,27.637,55.89,27.13,18.06,,,,
706,07/14/2023 15:04:46,27.639,55.78,27.13,18.03,,,,
707,07/14/2023 15:04:51,27.64,55.69,27.13,18,,,,
708,07/14/2023 15:04:56,27.642,55.62,27.13,17.98,,,,
709,07/14/2023 15:05:01,27.643,55.67,27.13,18,,,,
710,07/14/2023 15:05:06,27.645,55.67,27.13,18,,,,
711,07/14/2023 15:05:11,27.646,55.69,27.13,18.01,,,,
712,07/14/2023 15:05:16,27.648,55.56,27.4,17.97,,,,
713,07/14/2023 15:05:21,27.65,55.4,27.67,17.93,,,,
714,07/14/2023 15:05:26,27.65,55.33,27.67,17.91,,,,
715,07/14/2023 15:05:31,27.651,55.14,27.67,17.86,,,,
716,07/14/2023 15:05:36,27.651,55.13,27.67,17.85,,,,
717,07/14/2023 15:05:41,27.653,55.04,27.67,17.83,,,,
718,07/14/2023 15:05:46,27.654,55.04,27.4,17.83,,,,
719,07/14/2023 15:05:51,27.654,54.99,27.4,17.82,,,,
720,07/14/2023 15:05:56,27.656,54.9,27.4,17.79,,,,
721,07/14/2023 15:06:01,27.656,54.82,27.4,17.77,,,,
722,07/14/2023 15:06:06,27.657,54.75,27.4,17.75,,,,
723,07/14/2023 15:06:11,27.657,54.73,27.4,17.74,,,,
724,07/14/2023 15:06:16,27.659,54.78,27.13,17.76,,,,
725,07/14/2023 15:06:21,27.659,54.85,27.13,17.78,,,,
726,07/14/2023 15:06:26,27.659,54.74,27.13,17.75,,,,
727,07/14/2023 15:06:31,27.66,54.49,27.4,17.67,,,,
728,07/14/2023 15:06:36,27.66,54.22,27.4,17.6,,,,
729,07/14/2023 15:06:41,27.66,53.85,27.4,17.49,,,,
730,07/14/2023 15:06:46,27.66,53.66,27.13,17.43,,,,
731,07/14/2023 15:06:51,27.662,53.51,26.87,17.39,,,,
732,07/14/2023 15:06:56,27.662,53.49,26.87,17.38,,,,
733,07/14/2023 15:07:01,27.662,53.46,26.87,17.37,,,,
734,07/14/2023 15:07:06,27.662,53.47,26.87,17.38,,,,
735,07/14/2023 15:07:11,27.663,53.3,26.6,17.33,,,,
736,07/14/2023 15:07:16,27.663,53.17,26.6,17.29,,,,
737,07/14/2023 15:07:21,27.663,53.16,26.6,17.29,,,,
738,07/14/2023 15:07:26,27.663,53.32,25.8,17.33,,,,
739,07/14/2023 15:07:31,27.663,53.47,25.8,17.38,,,,
740,07/14/2023 15:07:36,27.663,53.44,25.8,17.37,,,,
741,07/14/2023 15:07:41,27.663,53.41,25.8,17.36,,,,
742,07/14/2023 15:07:46,27.663,53.41,25.8,17.36,,,,
743,07/14/2023 15:07:51,27.663,53.63,25.8,17.42,,,,
744,07/14/2023 15:07:56,27.663,53.72,26.06,17.45,,,,
745,07/14/2023 15:08:01,27.663,53.83,24.99,17.48,,,,
746,07/14/2023 15:08:06,27.663,53.96,24.73,17.52,,,,
747,07/14/2023 15:08:11,27.663,53.99,24.46,17.53,,,,
748,07/14/2023 15:08:16,27.663,54.17,24.46,17.59,,,,
749,07/14/2023 15:08:21,27.663,54.32,24.46,17.63,,,,
750,07/14/2023 15:08:26,27.663,54.37,25.26,17.64,,,,
751,07/14/2023 15:08:31,27.663,54.8,24.99,17.77,,,,
752,07/14/2023 15:08:36,27.665,55.22,24.99,17.89,,,,
753,07/14/2023 15:08:41,27.665,55.35,25.53,17.93,,,,
754,07/14/2023 15:08:46,27.665,55.24,25.53,17.9,,,,
755,07/14/2023 15:08:51,27.665,55.24,25.53,17.9,,,,
756,07/14/2023 15:08:56,27.665,56.37,25.53,18.22,,,,
757,07/14/2023 15:09:01,27.666,56.94,25.53,18.38,,,,
758,07/14/2023 15:09:06,27.665,56.92,25.53,18.37,,,,
759,07/14/2023 15:09:11,27.663,56.75,25.53,18.32,,,,
760,07/14/2023 15:09:16,27.662,56.75,25.53,18.32,,,,
761,07/14/2023 15:09:21,27.662,56.82,25.26,18.34,,,,
762,07/14/2023 15:09:26,27.663,57.14,25.26,18.44,,,,
763,07/14/2023 15:09:31,27.665,57.28,25.26,18.48,,,,
764,07/14/2023 15:09:36,27.665,57.31,25.26,18.48,,,,
765,07/14/2023 15:09:41,27.665,57.32,25.26,18.49,,,,
766,07/14/2023 15:09:46,27.666,57.35,25.26,18.5,,,,
767,07/14/2023 15:09:51,27.666,57.57,25.26,18.56,,,,
768,07/14/2023 15:09:56,27.668,57.96,25.26,18.67,,,,
769,07/14/2023 15:10:01,27.668,58.17,25.53,18.73,,,,
770,07/14/2023 15:10:06,27.67,58.43,25.53,18.8,,,,
771,07/14/2023 15:10:11,27.671,58.65,25.53,18.86,,,,
772,07/14/2023 15:10:16,27.673,58.85,25.53,18.92,,,,
773,07/14/2023 15:10:21,27.673,58.88,25.53,18.92,,,,
774,07/14/2023 15:10:26,27.674,59.06,25.53,18.97,,,,
775,07/14/2023 15:10:31,27.676,58.99,25.53,18.96,,,,
776,07/14/2023 15:10:36,27.677,59.06,25.53,18.98,,,,
777,07/14/2023 15:10:41,27.677,59.25,25.53,19.03,,,,
778,07/14/2023 15:10:46,27.679,59.39,25.53,19.07,,,,
779,07/14/2023 15:10:51,27.68,59.51,25.53,19.1,,,,
780,07/14/2023 15:10:56,27.68,59.65,24.99,19.14,,,,
781,07/14/2023 15:11:01,27.682,59.53,25.53,19.11,,,,
782,07/14/2023 15:11:06,27.682,59.46,25.8,19.09,,,,
783,07/14/2023 15:11:11,27.683,59.89,25.8,19.21,,,,
784,07/14/2023 15:11:16,27.683,59.97,25.8,19.23,,,,
785,07/14/2023 15:11:21,27.683,59.68,23.09,19.15,,,,
786,07/14/2023 15:11:26,27.685,59.64,22.58,19.14,,,,
787,07/14/2023 15:11:31,27.685,59.62,27.94,19.13,,,,
788,07/14/2023 15:11:36,27.685,59.99,28.21,19.24,,,,
789,07/14/2023 15:11:41,27.683,60.07,28.47,19.26,,,,
790,07/14/2023 15:11:46,27.682,60.11,28.47,19.26,,,,
791,07/14/2023 15:11:51,27.68,59.98,28.47,19.23,,,,
792,07/14/2023 15:11:56,27.679,59.75,28.47,19.16,,,,
793,07/14/2023 15:12:01,27.677,59.68,28.47,19.14,,,,
