#,日期-时间 (China Standard Time),Ch:2 - 温度   (°C),Ch:3 - 相对湿度   (%),Ch:4 - 光   (lux),露点   (°C),连接的主机,文件结尾
422,07/14/2023 14:40:45,27.237,53.91,26.83,17.11,,
423,07/14/2023 14:40:50,27.237,53.9,26.83,17.11,,
424,07/14/2023 14:40:55,27.234,53.86,26.83,17.1,,
425,07/14/2023 14:41:00,27.233,53.83,26.83,17.08,,
426,07/14/2023 14:41:05,27.231,53.88,26.83,17.1,,
427,07/14/2023 14:41:10,27.23,53.86,26.83,17.09,,
428,07/14/2023 14:41:15,27.228,53.85,26.83,17.09,,
429,07/14/2023 14:41:20,27.227,53.84,26.83,17.08,,
430,07/14/2023 14:41:25,27.225,53.77,26.83,17.06,,
431,07/14/2023 14:41:30,27.224,53.75,26.83,17.05,,
432,07/14/2023 14:41:35,27.222,53.72,26.83,17.04,,
433,07/14/2023 14:41:40,27.22,53.68,26.83,17.03,,
434,07/14/2023 14:41:45,27.22,53.66,26.83,17.03,,
435,07/14/2023 14:41:50,27.217,53.63,26.83,17.01,,
436,07/14/2023 14:41:55,27.214,53.66,26.58,17.02,,
437,07/14/2023 14:42:00,27.216,53.62,26.58,17.01,,
438,07/14/2023 14:42:05,27.214,53.57,26.83,16.99,,
439,07/14/2023 14:42:10,27.214,53.59,26.83,17,,
440,07/14/2023 14:42:15,27.213,53.56,26.83,16.99,,
441,07/14/2023 14:42:20,27.211,53.56,26.83,16.99,,
442,07/14/2023 14:42:25,27.21,53.55,26.83,16.98,,
443,07/14/2023 14:42:30,27.21,53.53,26.83,16.98,,
444,07/14/2023 14:42:35,27.208,53.52,26.83,16.97,,
445,07/14/2023 14:42:40,27.207,53.53,26.83,16.97,,
446,07/14/2023 14:42:45,27.205,53.49,26.83,16.96,,
447,07/14/2023 14:42:50,27.205,53.5,26.83,16.96,,
448,07/14/2023 14:42:55,27.204,53.48,26.83,16.96,,
449,07/14/2023 14:43:00,27.204,53.42,26.83,16.94,,
450,07/14/2023 14:43:05,27.202,53.42,26.83,16.94,,
451,07/14/2023 14:43:10,27.202,53.42,26.83,16.94,,
452,07/14/2023 14:43:15,27.201,53.4,26.83,16.93,,
453,07/14/2023 14:43:20,27.201,53.38,26.83,16.92,,
454,07/14/2023 14:43:25,27.201,53.35,26.83,16.91,,
455,07/14/2023 14:43:30,27.201,53.36,26.83,16.92,,
456,07/14/2023 14:43:35,27.201,53.36,26.83,16.92,,
457,07/14/2023 14:43:40,27.199,53.29,26.83,16.9,,
458,07/14/2023 14:43:45,27.199,53.29,26.83,16.89,,
459,07/14/2023 14:43:50,27.196,53.27,26.83,16.89,,
460,07/14/2023 14:43:55,27.194,53.28,26.83,16.89,,
461,07/14/2023 14:44:00,27.194,53.25,26.83,16.88,,
462,07/14/2023 14:44:05,27.194,53.25,25.81,16.88,,
463,07/14/2023 14:44:10,27.194,53.22,26.58,16.87,,
464,07/14/2023 14:44:15,27.194,53.25,26.58,16.88,,
465,07/14/2023 14:44:20,27.194,53.22,26.09,16.87,,
466,07/14/2023 14:44:25,27.194,53.19,26.83,16.86,,
467,07/14/2023 14:44:30,27.194,53.12,26.83,16.84,,
468,07/14/2023 14:44:35,27.194,53.16,26.83,16.85,,
469,07/14/2023 14:44:40,27.193,53.12,26.83,16.84,,
470,07/14/2023 14:44:45,27.191,53.04,26.09,16.82,,
471,07/14/2023 14:44:50,27.191,53.1,26.06,16.83,,
472,07/14/2023 14:44:55,27.19,53.02,25.84,16.81,,
473,07/14/2023 14:45:00,27.188,53.07,26.58,16.82,,
474,07/14/2023 14:45:05,27.188,53.08,26.83,16.82,,
475,07/14/2023 14:45:10,27.188,53.04,26.83,16.81,,
476,07/14/2023 14:45:15,27.188,53.03,26.83,16.81,,
477,07/14/2023 14:45:20,27.188,53,27.08,16.8,,
478,07/14/2023 14:45:25,27.188,53.03,26.58,16.81,,
479,07/14/2023 14:45:30,27.188,52.98,27.08,16.79,,
480,07/14/2023 14:45:35,27.188,52.97,27.08,16.79,,
481,07/14/2023 14:45:40,27.187,52.92,27.08,16.77,,
482,07/14/2023 14:45:45,27.187,52.93,27.08,16.78,,
483,07/14/2023 14:45:50,27.185,52.9,25.31,16.77,,
484,07/14/2023 14:45:55,27.184,52.9,27.08,16.76,,
485,07/14/2023 14:46:00,27.182,52.88,27.08,16.76,,
486,07/14/2023 14:46:05,27.181,52.89,27.08,16.76,,
487,07/14/2023 14:46:10,27.181,52.86,27.08,16.75,,
488,07/14/2023 14:46:15,27.181,52.89,27.08,16.76,,
489,07/14/2023 14:46:20,27.179,52.85,27.08,16.75,,
490,07/14/2023 14:46:25,27.179,52.82,27.08,16.74,,
491,07/14/2023 14:46:30,27.179,52.8,27.08,16.73,,
492,07/14/2023 14:46:35,27.179,52.82,27.08,16.74,,
493,07/14/2023 14:46:40,27.179,52.82,27.08,16.74,,
494,07/14/2023 14:46:45,27.179,52.8,27.08,16.73,,
495,07/14/2023 14:46:50,27.179,52.77,27.08,16.72,,
496,07/14/2023 14:46:55,27.179,52.76,27.08,16.72,,
497,07/14/2023 14:47:00,27.179,52.76,27.08,16.72,,
498,07/14/2023 14:47:05,27.179,52.72,27.08,16.71,,
499,07/14/2023 14:47:10,27.178,52.77,27.08,16.72,,
500,07/14/2023 14:47:15,27.178,52.69,27.08,16.7,,
501,07/14/2023 14:47:20,27.176,52.49,27.33,16.64,,
502,07/14/2023 14:47:25,27.174,52.41,27.33,16.61,,
503,07/14/2023 14:47:30,27.174,52.24,27.08,16.56,,
504,07/14/2023 14:47:35,27.173,52.11,27.08,16.52,,
505,07/14/2023 14:47:40,27.173,51.93,27.08,16.47,,
506,07/14/2023 14:47:45,27.171,51.79,27.08,16.42,,
507,07/14/2023 14:47:50,27.17,51.78,27.08,16.42,,
508,07/14/2023 14:47:55,27.168,51.63,27.08,16.37,,
509,07/14/2023 14:48:00,27.167,51.58,27.08,16.35,,
510,07/14/2023 14:48:05,27.165,51.36,26.09,16.28,,
511,07/14/2023 14:48:10,27.162,51.22,26.34,16.24,,
512,07/14/2023 14:48:15,27.161,50.91,26.34,16.14,,
513,07/14/2023 14:48:20,27.158,50.77,26.34,16.09,,
514,07/14/2023 14:48:25,27.154,50.54,26.83,16.02,,
515,07/14/2023 14:48:30,27.153,50.36,27.08,15.96,,
516,07/14/2023 14:48:35,27.148,50.22,27.08,15.92,,
517,07/14/2023 14:48:40,27.144,49.97,27.33,15.83,,
518,07/14/2023 14:48:45,27.141,49.98,27.08,15.83,,
519,07/14/2023 14:48:50,27.138,49.86,27.08,15.79,,
520,07/14/2023 14:48:55,27.131,49.69,27.08,15.73,,
521,07/14/2023 14:49:00,27.127,49.55,27.08,15.69,,
522,07/14/2023 14:49:05,27.124,49.58,27.08,15.69,,
523,07/14/2023 14:49:10,27.121,49.34,27.08,15.61,,
524,07/14/2023 14:49:15,27.116,49.1,27.08,15.53,,
525,07/14/2023 14:49:20,27.113,48.94,27.08,15.48,,
526,07/14/2023 14:49:25,27.107,48.86,27.08,15.45,,
527,07/14/2023 14:49:30,27.104,48.87,27.08,15.45,,
528,07/14/2023 14:49:35,27.098,48.62,27.08,15.36,,
529,07/14/2023 14:49:40,27.089,48.46,27.08,15.3,,
530,07/14/2023 14:49:45,27.081,48.27,27.08,15.24,,
531,07/14/2023 14:49:50,27.073,48.02,27.08,15.15,,
532,07/14/2023 14:49:55,27.064,47.94,27.08,15.11,,
533,07/14/2023 14:50:00,27.058,47.94,27.33,15.11,,
534,07/14/2023 14:50:05,27.052,47.74,27.08,15.04,,
535,07/14/2023 14:50:10,27.039,47.77,27.08,15.03,,
536,07/14/2023 14:50:15,27.032,47.58,27.08,14.96,,
537,07/14/2023 14:50:20,27.019,47.39,27.08,14.89,,
538,07/14/2023 14:50:25,27.009,47.32,25.31,14.86,,
539,07/14/2023 14:50:30,27.004,47.33,27.08,14.86,,
540,07/14/2023 14:50:35,26.992,47.22,27.08,14.81,,
541,07/14/2023 14:50:40,26.983,47.13,27.08,14.77,,
542,07/14/2023 14:50:45,26.974,47.05,27.08,14.74,,
543,07/14/2023 14:50:50,26.969,47.1,27.08,14.75,,
544,07/14/2023 14:50:55,26.963,47.43,27.08,14.86,,
545,07/14/2023 14:51:00,26.954,48.02,27.08,15.04,,
546,07/14/2023 14:51:05,26.946,48.52,27.08,15.19,,
547,07/14/2023 14:51:10,26.937,49.15,27.08,15.39,,
548,07/14/2023 14:51:15,26.931,49.58,27.08,15.52,,
549,07/14/2023 14:51:20,26.926,50.04,27.08,15.66,,
550,07/14/2023 14:51:25,26.92,50.5,27.08,15.79,,
551,07/14/2023 14:51:30,26.915,50.85,26.83,15.9,,
552,07/14/2023 14:51:35,26.909,50.98,27.08,15.93,,
553,07/14/2023 14:51:40,26.901,51.08,27.08,15.96,,
554,07/14/2023 14:51:45,26.895,51.58,27.08,16.1,,
555,07/14/2023 14:51:50,26.889,51.75,27.08,16.15,,
556,07/14/2023 14:51:55,26.883,51.94,27.08,16.2,,
557,07/14/2023 14:52:00,26.872,52.3,27.08,16.3,,
558,07/14/2023 14:52:05,26.866,52.6,27.08,16.38,,
559,07/14/2023 14:52:10,26.859,52.91,27.08,16.47,,
560,07/14/2023 14:52:15,26.854,53,27.08,16.49,,
561,07/14/2023 14:52:20,26.851,53,27.08,16.49,,
562,07/14/2023 14:52:25,26.849,53.46,27.08,16.62,,
563,07/14/2023 14:52:30,26.846,53.87,27.08,16.74,,
564,07/14/2023 14:52:35,26.843,53.92,27.33,16.75,,
565,07/14/2023 14:52:40,26.839,54,27.33,16.77,,
566,07/14/2023 14:52:45,26.834,54.12,27.33,16.8,,
567,07/14/2023 14:52:50,26.831,54.44,27.33,16.89,,
568,07/14/2023 14:52:55,26.828,54.68,27.33,16.96,,
569,07/14/2023 14:53:00,26.822,54.57,27.33,16.92,,
570,07/14/2023 14:53:05,26.817,54.85,27.08,17,,
571,07/14/2023 14:53:10,26.814,54.94,27.33,17.02,,
572,07/14/2023 14:53:15,26.813,54.9,27.33,17.01,,
573,07/14/2023 14:53:20,26.807,55.06,27.33,17.05,,
574,07/14/2023 14:53:25,26.8,55.21,27.08,17.09,,
575,07/14/2023 14:53:30,26.797,55.18,27.08,17.07,,
576,07/14/2023 14:53:35,26.796,55.39,27.08,17.13,,
577,07/14/2023 14:53:40,26.79,55.52,27.08,17.16,,
578,07/14/2023 14:53:45,26.785,55.49,27.08,17.15,,
579,07/14/2023 14:53:50,26.781,55.66,27.08,17.19,,
580,07/14/2023 14:53:55,26.781,55.7,27.08,17.21,,
581,07/14/2023 14:54:00,26.779,55.71,27.33,17.21,,
582,07/14/2023 14:54:05,26.779,55.79,27.33,17.23,,
583,07/14/2023 14:54:10,26.776,55.78,27.33,17.23,,
584,07/14/2023 14:54:15,26.774,55.84,27.33,17.24,,
585,07/14/2023 14:54:20,26.774,55.79,27.33,17.23,,
586,07/14/2023 14:54:25,26.771,55.81,25.84,17.23,,
587,07/14/2023 14:54:30,26.77,55.91,26.34,17.25,,
588,07/14/2023 14:54:35,26.764,55.86,26.34,17.24,,
589,07/14/2023 14:54:40,26.762,55.84,26.58,17.23,,
590,07/14/2023 14:54:45,26.756,55.82,27.08,17.22,,
591,07/14/2023 14:54:50,26.753,55.82,27.08,17.22,,
592,07/14/2023 14:54:55,26.75,55.83,27.08,17.21,,
593,07/14/2023 14:55:00,26.75,55.89,27.08,17.23,,
594,07/14/2023 14:55:05,26.748,55.92,27.08,17.24,,
595,07/14/2023 14:55:10,26.747,55.99,27.08,17.26,,
596,07/14/2023 14:55:15,26.745,56.07,27.08,17.28,,
597,07/14/2023 14:55:20,26.742,56.05,27.08,17.27,,
598,07/14/2023 14:55:25,26.741,56.07,27.08,17.27,,
599,07/14/2023 14:55:30,26.741,56.14,27.08,17.29,,
600,07/14/2023 14:55:35,26.741,56.15,27.08,17.3,,
601,07/14/2023 14:55:40,26.739,56.19,27.08,17.31,,
602,07/14/2023 14:55:45,26.738,56.3,27.08,17.34,,
603,07/14/2023 14:55:50,26.736,56.37,27.08,17.35,,
604,07/14/2023 14:55:55,26.735,56.42,27.08,17.37,,
605,07/14/2023 14:56:00,26.733,56.46,27.08,17.38,,
606,07/14/2023 14:56:05,26.735,56.44,27.08,17.37,,
607,07/14/2023 14:56:10,26.733,56.45,27.33,17.37,,
608,07/14/2023 14:56:15,26.733,56.55,27.08,17.4,,
609,07/14/2023 14:56:20,26.733,56.52,26.83,17.39,,
610,07/14/2023 14:56:25,26.732,56.58,26.58,17.41,,
611,07/14/2023 14:56:30,26.733,56.58,26.58,17.41,,
612,07/14/2023 14:56:35,26.73,56.58,26.34,17.41,,
613,07/14/2023 14:56:40,26.73,56.65,26.34,17.43,,
614,07/14/2023 14:56:45,26.728,56.72,27.33,17.45,,
615,07/14/2023 14:56:50,26.727,56.77,27.58,17.46,,
616,07/14/2023 14:56:55,26.727,56.81,27.58,17.47,,
617,07/14/2023 14:57:00,26.727,56.86,27.58,17.48,,
618,07/14/2023 14:57:05,26.728,56.89,27.58,17.49,,
619,07/14/2023 14:57:10,26.728,56.93,27.58,17.5,,
620,07/14/2023 14:57:15,26.73,57,27.33,17.52,,
621,07/14/2023 14:57:20,26.73,57.12,27.58,17.56,,
622,07/14/2023 14:57:25,26.73,57.1,27.33,17.55,,
623,07/14/2023 14:57:30,26.732,57.11,27.58,17.56,,
624,07/14/2023 14:57:35,26.733,57.16,27.33,17.57,,
625,07/14/2023 14:57:40,26.735,57.18,27.58,17.58,,
626,07/14/2023 14:57:45,26.736,57.17,27.33,17.58,,
627,07/14/2023 14:57:50,26.736,57.21,27.08,17.59,,
628,07/14/2023 14:57:55,26.736,57.37,27.33,17.63,,
629,07/14/2023 14:58:00,26.738,57.43,27.33,17.65,,
630,07/14/2023 14:58:05,26.736,57.46,27.33,17.66,,
631,07/14/2023 14:58:10,26.738,57.52,27.33,17.68,,
632,07/14/2023 14:58:15,26.739,57.51,27.33,17.68,,
633,07/14/2023 14:58:20,26.742,57.58,26.34,17.7,,
634,07/14/2023 14:58:25,26.744,57.64,26.58,17.72,,
635,07/14/2023 14:58:30,26.744,57.71,26.58,17.73,,
636,07/14/2023 14:58:35,26.745,57.75,26.58,17.75,,
637,07/14/2023 14:58:40,26.747,57.75,27.33,17.75,,
638,07/14/2023 14:58:45,26.748,57.85,27.33,17.78,,
639,07/14/2023 14:58:50,26.75,57.89,27.33,17.79,,
640,07/14/2023 14:58:55,26.751,57.93,27.33,17.8,,
641,07/14/2023 14:59:00,26.753,57.9,27.33,17.8,,
642,07/14/2023 14:59:05,26.755,57.94,27.33,17.81,,
643,07/14/2023 14:59:10,26.758,57.97,27.33,17.82,,
644,07/14/2023 14:59:15,26.758,57.99,27.08,17.82,,
645,07/14/2023 14:59:20,26.759,58,27.33,17.83,,
646,07/14/2023 14:59:25,26.761,58.03,27.33,17.84,,
647,07/14/2023 14:59:30,26.764,58.12,27.33,17.87,,
648,07/14/2023 14:59:35,26.765,58.14,27.33,17.87,,
649,07/14/2023 14:59:40,26.767,58.22,27.33,17.89,,
650,07/14/2023 14:59:45,26.768,58.18,27.08,17.89,,
651,07/14/2023 14:59:50,26.771,58.27,24.32,17.91,,
652,07/14/2023 14:59:55,26.773,58.25,24.57,17.91,,
653,07/14/2023 15:00:00,26.776,58.29,24.32,17.92,,
654,07/14/2023 15:00:05,26.781,58.39,25.31,17.95,,
655,07/14/2023 15:00:10,26.782,58.51,25.31,17.99,,
656,07/14/2023 15:00:15,26.787,58.52,25.56,18,,
657,07/14/2023 15:00:20,26.79,58.53,25.31,18,,
658,07/14/2023 15:00:25,26.794,58.58,25.31,18.02,,
659,07/14/2023 15:00:30,26.799,58.64,25.31,18.04,,
660,07/14/2023 15:00:35,26.803,58.73,25.56,18.07,,
661,07/14/2023 15:00:40,26.808,58.8,25.31,18.09,,
662,07/14/2023 15:00:45,26.814,58.86,25.56,18.11,,
663,07/14/2023 15:00:50,26.817,58.91,25.31,18.13,,
664,07/14/2023 15:00:55,26.822,58.84,25.31,18.12,,
665,07/14/2023 15:01:00,26.825,58.88,25.31,18.13,,
666,07/14/2023 15:01:05,26.83,58.93,25.31,18.15,,
667,07/14/2023 15:01:10,26.834,58.98,25.31,18.16,,
668,07/14/2023 15:01:15,26.837,58.94,25.56,18.16,,
669,07/14/2023 15:01:20,26.842,58.96,25.56,18.17,,
670,07/14/2023 15:01:25,26.846,58.95,25.56,18.17,,
671,07/14/2023 15:01:30,26.849,58.92,25.31,18.16,,
672,07/14/2023 15:01:35,26.854,58.94,25.31,18.17,,
673,07/14/2023 15:01:40,26.857,58.92,25.56,18.17,,
674,07/14/2023 15:01:45,26.862,58.87,25.56,18.16,,
675,07/14/2023 15:01:50,26.866,58.92,25.31,18.18,,
676,07/14/2023 15:01:55,26.869,58.96,25.31,18.19,,
677,07/14/2023 15:02:00,26.872,58.99,25.31,18.2,,
678,07/14/2023 15:02:05,26.877,59.04,24.57,18.22,,
679,07/14/2023 15:02:10,26.882,59.05,24.82,18.23,,
680,07/14/2023 15:02:15,26.888,59.06,24.82,18.24,,
681,07/14/2023 15:02:20,26.891,59.11,24.82,18.25,,
682,07/14/2023 15:02:25,26.897,59.07,24.57,18.25,,
683,07/14/2023 15:02:30,26.9,58.89,25.31,18.2,,
684,07/14/2023 15:02:35,26.905,58.7,25.56,18.15,,
685,07/14/2023 15:02:40,26.908,58.52,25.56,18.11,,
686,07/14/2023 15:02:45,26.912,58.36,25.56,18.07,,
687,07/14/2023 15:02:50,26.915,58.18,25.56,18.02,,
688,07/14/2023 15:02:55,26.918,58.04,25.31,17.99,,
689,07/14/2023 15:03:00,26.921,58.05,25.31,17.99,,
690,07/14/2023 15:03:05,26.924,57.81,25.07,17.93,,
691,07/14/2023 15:03:10,26.928,57.8,25.31,17.93,,
692,07/14/2023 15:03:15,26.931,57.7,25.56,17.9,,
693,07/14/2023 15:03:20,26.934,57.57,25.56,17.87,,
694,07/14/2023 15:03:25,26.937,57.24,25.56,17.78,,
695,07/14/2023 15:03:30,26.938,56.9,25.56,17.69,,
696,07/14/2023 15:03:35,26.941,57.02,25.56,17.73,,
697,07/14/2023 15:03:40,26.944,56.94,25.56,17.71,,
698,07/14/2023 15:03:45,26.946,56.76,25.56,17.66,,
699,07/14/2023 15:03:50,26.949,56.68,25.56,17.64,,
700,07/14/2023 15:03:55,26.951,56.49,25.56,17.59,,
701,07/14/2023 15:04:00,26.952,56.42,25.56,17.57,,
702,07/14/2023 15:04:05,26.954,56.15,25.56,17.49,,
703,07/14/2023 15:04:10,26.955,55.92,25.56,17.43,,
704,07/14/2023 15:04:15,26.957,55.91,25.56,17.43,,
705,07/14/2023 15:04:20,26.958,56,25.56,17.46,,
706,07/14/2023 15:04:25,26.958,56.01,25.56,17.46,,
707,07/14/2023 15:04:30,26.96,55.91,25.31,17.43,,
708,07/14/2023 15:04:35,26.96,55.73,25.31,17.38,,
709,07/14/2023 15:04:40,26.96,55.4,25.31,17.29,,
710,07/14/2023 15:04:45,26.96,55.36,25.31,17.28,,
711,07/14/2023 15:04:50,26.96,55.12,25.31,17.21,,
712,07/14/2023 15:04:55,26.958,54.91,25.31,17.14,,
713,07/14/2023 15:05:00,26.957,54.72,25.31,17.09,,
714,07/14/2023 15:05:05,26.955,54.31,25.31,16.97,,
715,07/14/2023 15:05:10,26.954,54.14,25.31,16.92,,
716,07/14/2023 15:05:15,26.954,54,25.31,16.88,,
717,07/14/2023 15:05:20,26.951,53.87,25.56,16.84,,
718,07/14/2023 15:05:25,26.949,53.66,25.31,16.77,,
719,07/14/2023 15:05:30,26.947,53.58,25.31,16.75,,
720,07/14/2023 15:05:35,26.946,53.5,25.31,16.72,,
721,07/14/2023 15:05:40,26.944,53.41,25.31,16.7,,
722,07/14/2023 15:05:45,26.943,53.25,25.07,16.65,,
723,07/14/2023 15:05:50,26.94,53.04,25.07,16.58,,
724,07/14/2023 15:05:55,26.937,53.03,25.07,16.58,,
725,07/14/2023 15:06:00,26.934,52.99,24.32,16.56,,
726,07/14/2023 15:06:05,26.928,52.6,25.07,16.44,,
727,07/14/2023 15:06:10,26.923,52.67,25.07,16.46,,
728,07/14/2023 15:06:15,26.921,52.57,25.07,16.43,,
729,07/14/2023 15:06:20,26.918,52.46,25.07,16.39,,
730,07/14/2023 15:06:25,26.915,52.39,24.82,16.37,,
731,07/14/2023 15:06:30,26.912,52.61,24.82,16.43,,
732,07/14/2023 15:06:35,26.909,53.2,24.82,16.6,,
733,07/14/2023 15:06:40,26.905,53.72,24.57,16.75,,
734,07/14/2023 15:06:45,26.901,54.33,24.57,16.93,,
735,07/14/2023 15:06:50,26.9,54.97,24.57,17.11,,
736,07/14/2023 15:06:55,26.898,55.45,24.32,17.24,,
737,07/14/2023 15:07:00,26.892,55.94,24.32,17.38,,
738,07/14/2023 15:07:05,26.891,56.13,24.07,17.43,,
739,07/14/2023 15:07:10,26.888,56.66,23.83,17.58,,
740,07/14/2023 15:07:15,26.885,56.73,23.83,17.59,,
741,07/14/2023 15:07:20,26.883,56.78,23.58,17.61,,
742,07/14/2023 15:07:25,26.882,57.05,23.58,17.68,,
743,07/14/2023 15:07:30,26.882,57.25,23.58,17.74,,
744,07/14/2023 15:07:35,26.879,57.5,23.33,17.8,,
745,07/14/2023 15:07:40,26.877,57.69,23.08,17.85,,
746,07/14/2023 15:07:45,26.875,57.85,23.08,17.9,,
747,07/14/2023 15:07:50,26.874,58.12,22.83,17.97,,
748,07/14/2023 15:07:55,26.872,58.44,22.59,18.05,,
749,07/14/2023 15:08:00,26.868,58.74,22.59,18.13,,
750,07/14/2023 15:08:05,26.863,58.79,22.59,18.14,,
751,07/14/2023 15:08:10,26.865,58.88,22.34,18.17,,
752,07/14/2023 15:08:15,26.866,58.94,22.34,18.18,,
753,07/14/2023 15:08:20,26.866,59.07,22.34,18.22,,
754,07/14/2023 15:08:25,26.866,59.32,22.09,18.29,,
755,07/14/2023 15:08:30,26.865,59.64,22.09,18.37,,
756,07/14/2023 15:08:35,26.865,59.82,21.84,18.42,,
757,07/14/2023 15:08:40,26.863,59.8,21.1,18.41,,
758,07/14/2023 15:08:45,26.863,59.84,21.1,18.42,,
759,07/14/2023 15:08:50,26.863,59.94,21.1,18.45,,
760,07/14/2023 15:08:55,26.863,59.95,21.1,18.45,,
761,07/14/2023 15:09:00,26.863,60.18,21.1,18.52,,
762,07/14/2023 15:09:05,26.863,60.55,20.85,18.61,,
763,07/14/2023 15:09:10,26.865,60.61,20.85,18.63,,
764,07/14/2023 15:09:15,26.863,60.92,20.85,18.71,,
765,07/14/2023 15:09:20,26.863,60.98,20.85,18.73,,
766,07/14/2023 15:09:25,26.863,60.91,20.85,18.71,,
767,07/14/2023 15:09:30,26.862,60.98,20.85,18.72,,
768,07/14/2023 15:09:35,26.862,61.27,20.85,18.8,,
769,07/14/2023 15:09:40,26.863,61.38,20.85,18.83,,
770,07/14/2023 15:09:45,26.863,61.53,20.85,18.87,,
771,07/14/2023 15:09:50,26.863,61.59,20.85,18.89,,
772,07/14/2023 15:09:55,26.863,61.68,20.85,18.91,,
773,07/14/2023 15:10:00,26.863,61.76,20.85,18.93,,
774,07/14/2023 15:10:05,26.863,61.73,20.85,18.92,,
775,07/14/2023 15:10:10,26.866,61.63,20.85,18.9,,
776,07/14/2023 15:10:15,26.866,61.67,20.85,18.91,,
777,07/14/2023 15:10:20,26.869,61.64,20.6,18.9,,
778,07/14/2023 15:10:25,26.871,61.8,20.6,18.95,,
779,07/14/2023 15:10:30,26.874,61.9,20.6,18.98,,
780,07/14/2023 15:10:35,26.875,61.89,20.6,18.98,,
781,07/14/2023 15:10:40,26.877,61.79,20.6,18.95,,
782,07/14/2023 15:10:45,26.879,62.02,20.6,19.01,,
783,07/14/2023 15:10:50,26.88,61.92,20.6,18.99,,
784,07/14/2023 15:10:55,26.882,62.03,20.6,19.02,,
785,07/14/2023 15:11:00,26.883,62.08,20.6,19.03,,
786,07/14/2023 15:11:05,26.885,62.07,20.6,19.03,,
787,07/14/2023 15:11:10,26.886,62.25,20.6,19.08,,
788,07/14/2023 15:11:15,26.889,62.38,20.6,19.11,,
789,07/14/2023 15:11:20,26.891,62.56,20.6,19.16,,
790,07/14/2023 15:11:25,26.892,62.68,19.86,19.19,,
791,07/14/2023 15:11:30,26.894,62.56,30.55,19.17,,
792,07/14/2023 15:11:35,26.895,62.52,31.29,19.16,,
793,07/14/2023 15:11:40,26.894,62.72,31.29,19.21,,
794,07/14/2023 15:11:45,26.894,62.64,31.29,19.19,,
795,07/14/2023 15:11:50,26.892,62.82,31.29,19.23,,
796,07/14/2023 15:11:55,26.889,62.82,31.29,19.23,,
797,07/14/2023 15:12:00,26.888,62.67,31.29,19.19,,
798,07/14/2023 15:12:05,26.888,62.68,31.29,19.19,,
799,07/14/2023 15:12:10,26.885,62.63,31.29,19.17,,
800,07/14/2023 15:12:15,26.883,62.61,31.29,19.17,,
801,07/14/2023 15:12:20,26.882,62.55,31.29,19.15,,
802,07/14/2023 15:12:25,26.882,62.58,31.29,19.16,,
803,07/14/2023 15:12:30,26.882,62.58,31.29,19.16,,
804,07/14/2023 15:12:35,26.879,62.59,31.29,19.16,,
805,07/14/2023 15:12:40,26.874,62.52,31.29,19.14,,
806,07/14/2023 15:12:45,26.871,62.46,31.29,19.12,,
807,07/14/2023 15:12:50,26.866,62.35,31.29,19.09,,
808,07/14/2023 15:12:55,26.866,62.19,31.29,19.04,,
809,07/14/2023 15:13:00,26.866,62.15,31.29,19.03,,
810,07/14/2023 15:13:05,26.866,62.13,30.8,19.03,,
811,07/14/2023 15:13:10,26.863,62.08,31.29,19.01,,
812,07/14/2023 15:13:15,26.86,62.09,31.29,19.01,,
813,07/14/2023 15:13:20,26.857,61.98,30.8,18.98,,
814,07/14/2023 15:13:25,26.854,61.93,31.29,18.97,,
815,07/14/2023 15:13:30,26.854,61.87,30.8,18.95,,
816,07/14/2023 15:13:35,26.854,61.79,27.05,18.93,,
817,07/14/2023 15:13:40,26.854,61.75,25.07,18.92,,
818,07/14/2023 15:13:45,26.851,61.68,26.55,18.9,,
819,07/14/2023 15:13:50,26.852,61.63,26.55,18.88,,
820,07/14/2023 15:13:55,26.852,61.54,26.8,18.86,,
821,07/14/2023 15:14:00,26.852,61.5,27.33,18.85,,
822,07/14/2023 15:14:05,26.851,61.53,27.08,18.86,,
823,07/14/2023 15:14:10,26.851,61.45,27.33,18.84,,
824,07/14/2023 15:14:15,26.848,61.42,26.83,18.83,,
825,07/14/2023 15:14:20,26.845,61.35,27.08,18.81,,
826,07/14/2023 15:14:25,26.843,61.33,27.08,18.8,,
827,07/14/2023 15:14:30,26.842,61.34,27.08,18.8,,
828,07/14/2023 15:14:35,26.84,61.27,26.83,18.78,,
829,07/14/2023 15:14:40,26.839,61.23,27.08,18.77,,
830,07/14/2023 15:14:45,26.837,61.23,27.33,18.77,,
831,07/14/2023 15:14:50,26.837,61.18,27.33,18.75,,
832,07/14/2023 15:14:55,26.837,61.12,27.08,18.74,,
833,07/14/2023 15:15:00,26.837,61.09,27.08,18.73,,
834,07/14/2023 15:15:05,26.837,61.02,26.55,18.71,,
835,07/14/2023 15:15:10,26.837,60.96,26.55,18.7,,
836,07/14/2023 15:15:15,26.836,60.87,27.05,18.67,,
837,07/14/2023 15:15:20,26.836,60.85,26.3,18.67,,
838,07/14/2023 15:15:25,26.836,60.77,26.3,18.64,,
839,07/14/2023 15:15:30,26.836,60.68,26.55,18.62,,
840,07/14/2023 15:15:35,26.837,60.58,26.58,18.6,,
841,07/14/2023 15:15:40,26.836,60.47,26.83,18.57,,
842,07/14/2023 15:15:45,26.836,60.42,27.33,18.55,,
843,07/14/2023 15:15:50,26.837,60.37,27.08,18.54,,
