#,日期-时间 (China Standard Time),Ch: 2 - 温度   (°C),Ch: 3 - 相对湿度   (%),Ch: 4 - 光   (lux),露点   (°C),连接的主机,文件结尾
3643,05/30/2023 07:16:01,26.452,72.87,0.57,21.21,,
3644,05/30/2023 07:17:01,26.444,72.58,0.57,21.14,,
3645,05/30/2023 07:18:01,26.437,72.24,0.57,21.06,,
3646,05/30/2023 07:19:01,26.423,71.95,0.57,20.98,,
3647,05/30/2023 07:20:01,26.414,71.72,0.57,20.92,,
3648,05/30/2023 07:21:01,26.412,71.55,0.57,20.88,,
3649,05/30/2023 07:22:01,26.409,71.37,0.57,20.83,,
3650,05/30/2023 07:23:01,26.406,71.19,0.57,20.79,,
3651,05/30/2023 07:24:01,26.4,71.05,0.57,20.75,,
3652,05/30/2023 07:25:01,26.383,70.99,0.57,20.72,,
3653,05/30/2023 07:26:01,26.369,70.79,0.57,20.66,,
3654,05/30/2023 07:27:01,26.36,70.75,0.57,20.65,,
3655,05/30/2023 07:28:01,26.351,70.52,0.57,20.58,,
3656,05/30/2023 07:29:01,26.345,70.45,0.57,20.56,,
3657,05/30/2023 07:30:01,26.336,70.36,0.57,20.53,,
3658,05/30/2023 07:31:01,26.331,70.32,0.57,20.52,,
3659,05/30/2023 07:32:01,26.331,70.3,0.57,20.51,,
3660,05/30/2023 07:33:01,26.327,70.27,0.57,20.5,,
3661,05/30/2023 07:34:01,26.317,70.17,0.57,20.47,,
3662,05/30/2023 07:35:01,26.308,70.25,0.57,20.48,,
3663,05/30/2023 07:36:01,26.305,70.23,0.57,20.47,,
3664,05/30/2023 07:37:01,26.295,70.28,0.57,20.48,,
3665,05/30/2023 07:38:01,26.292,70.28,0.57,20.47,,
3666,05/30/2023 07:39:01,26.281,70.29,1.43,20.46,,
3667,05/30/2023 07:40:01,26.281,70.39,34.54,20.49,,
3668,05/30/2023 07:41:01,26.278,70.33,34.54,20.47,,
3669,05/30/2023 07:42:01,26.27,70.26,34.54,20.45,,
3670,05/30/2023 07:43:01,26.261,70.23,34.54,20.43,,
3671,05/30/2023 07:44:01,26.247,70.38,34.54,20.45,,
3672,05/30/2023 07:45:01,26.252,70.36,33.97,20.45,,
3673,05/30/2023 07:46:01,26.263,70.49,33.97,20.49,,
3674,05/30/2023 07:47:01,26.272,70.3,33.39,20.46,,
3675,05/30/2023 07:48:01,26.273,70.24,33.97,20.44,,
3676,05/30/2023 07:49:01,26.275,70.2,33.97,20.44,,
3677,05/30/2023 07:50:01,26.282,70.19,34.54,20.44,,
3678,05/30/2023 07:51:01,26.275,70.06,33.97,20.41,,
3679,05/30/2023 07:52:01,26.276,70.05,33.97,20.4,,
3680,05/30/2023 07:53:01,26.287,70.39,33.97,20.49,,
3681,05/30/2023 07:54:01,26.285,70.17,33.97,20.44,,
3682,05/30/2023 07:55:01,26.287,70.1,33.97,20.43,,
3683,05/30/2023 07:56:01,26.288,70.28,33.97,20.47,,
3684,05/30/2023 07:57:01,26.301,73.85,33.97,21.29,,
3685,05/30/2023 07:58:01,26.345,72.89,34.54,21.12,,
3686,05/30/2023 07:59:01,26.385,73.16,33.97,21.22,,
3687,05/30/2023 08:00:01,26.414,73.85,33.97,21.4,,
3688,05/30/2023 08:01:01,26.435,74.79,33.39,21.62,,
3689,05/30/2023 08:02:01,26.472,75.63,33.97,21.84,,
3690,05/30/2023 08:03:01,26.508,74.83,33.97,21.7,,
3691,05/30/2023 08:04:01,26.53,74.78,33.39,21.71,,
3692,05/30/2023 08:05:01,26.54,74.77,33.97,21.72,,
3693,05/30/2023 08:06:01,26.542,75.45,33.97,21.87,,
3694,05/30/2023 08:07:01,26.551,75.61,32.75,21.92,,
3695,05/30/2023 08:08:01,26.569,75.46,29.3,21.9,,
3696,05/30/2023 08:08:29,,,,,已记录,
3697,05/30/2023 08:09:01,26.609,76.39,1.72,22.14,,
3698,05/30/2023 08:10:01,26.626,77.1,1.72,22.31,,
3699,05/30/2023 08:11:01,26.628,76.63,1.72,22.21,,
3700,05/30/2023 08:12:01,26.629,76.59,1.72,22.2,,
3701,05/30/2023 08:13:01,26.631,77.2,1.72,22.33,,
3702,05/30/2023 08:14:01,26.638,77.33,1.72,22.37,,
3703,05/30/2023 08:15:01,26.649,77.08,1.72,22.33,,
3704,05/30/2023 08:16:01,26.654,76.91,1.72,22.29,,
3705,05/30/2023 08:17:01,26.66,78.09,1.72,22.55,,
3706,05/30/2023 08:18:01,26.678,77.71,1.72,22.49,,
3707,05/30/2023 08:19:01,26.692,77.96,1.72,22.55,,
3708,05/30/2023 08:20:01,26.704,77.28,1.72,22.42,,
3709,05/30/2023 08:21:01,26.699,77.67,1.72,22.5,,
3710,05/30/2023 08:22:01,26.698,77.41,1.72,22.44,,
3711,05/30/2023 08:23:01,26.707,77.62,1.72,22.5,,
3712,05/30/2023 08:24:01,26.718,77.52,1.72,22.49,,
3713,05/30/2023 08:25:01,26.739,78.68,1.72,22.75,,
3714,05/30/2023 08:26:01,26.765,78.12,1.72,22.66,,
3715,05/30/2023 08:27:01,26.771,77.73,1.72,22.58,,
3716,05/30/2023 08:28:01,26.782,77.98,2.01,22.65,,
3717,05/30/2023 08:29:01,26.811,79.2,1.72,22.93,,
3718,05/30/2023 08:30:01,26.839,77.55,1.72,22.61,,
3719,05/30/2023 08:31:01,26.831,77.79,2.01,22.65,,
3720,05/30/2023 08:32:01,26.834,78.64,1.72,22.84,,
3721,05/30/2023 08:33:01,26.839,78.03,1.72,22.71,,
3722,05/30/2023 08:34:01,26.846,78.07,2.01,22.73,,
3723,05/30/2023 08:35:01,26.842,78.18,2.01,22.75,,
3724,05/30/2023 08:36:01,26.845,78.38,1.72,22.79,,
3725,05/30/2023 08:37:01,26.854,78.33,2.01,22.79,,
3726,05/30/2023 08:38:01,26.859,78.31,2.01,22.79,,
3727,05/30/2023 08:39:01,26.865,78.57,2.01,22.85,,
3728,05/30/2023 08:40:01,26.875,78.41,1.72,22.83,,
3729,05/30/2023 08:41:01,26.886,78.69,2.01,22.9,,
3730,05/30/2023 08:42:01,26.898,79.26,2.01,23.03,,
3731,05/30/2023 08:43:01,26.923,78.71,2.01,22.94,,
3732,05/30/2023 08:44:01,26.932,78.88,2.01,22.98,,
3733,05/30/2023 08:45:01,26.951,79.48,2.01,23.13,,
3734,05/30/2023 08:46:01,26.977,79.41,2.01,23.14,,
3735,05/30/2023 08:47:01,27,79.48,2.01,23.17,,
3736,05/30/2023 08:48:01,27.019,79.26,2.01,23.15,,
3737,05/30/2023 08:49:01,27.032,78.49,2.01,23,,
3738,05/30/2023 08:50:01,27.018,78.45,2.01,22.98,,
3739,05/30/2023 08:51:01,27.019,78.73,2.01,23.04,,
3740,05/30/2023 08:52:01,27.029,78.79,2.01,23.06,,
3741,05/30/2023 08:53:01,27.035,78.68,2.01,23.04,,
3742,05/30/2023 08:54:01,27.035,78.74,2.01,23.05,,
3743,05/30/2023 08:55:01,27.03,78.69,2.01,23.04,,
3744,05/30/2023 08:56:01,27.036,78.92,2.01,23.09,,
3745,05/30/2023 08:57:01,27.044,78.88,2.01,23.09,,
3746,05/30/2023 08:58:01,27.05,79.07,2.01,23.14,,
3747,05/30/2023 08:59:01,27.058,79.14,2.01,23.16,,
3748,05/30/2023 09:00:01,27.066,79.13,2.01,23.17,,
3749,05/30/2023 09:01:01,27.07,79.24,2.01,23.19,,
3750,05/30/2023 09:02:01,27.076,79.55,2.01,23.26,,
3751,05/30/2023 09:03:01,27.076,79.3,2.01,23.21,,
3752,05/30/2023 09:04:01,27.085,79.5,2.01,23.26,,
3753,05/30/2023 09:05:01,27.092,79.22,2.01,23.21,,
3754,05/30/2023 09:06:01,27.101,79.77,2.01,23.33,,
3755,05/30/2023 09:07:01,27.119,80.03,2.01,23.41,,
3756,05/30/2023 09:08:01,27.144,79.81,2.01,23.38,,
3757,05/30/2023 09:09:01,27.153,79.61,2.01,23.35,,
3758,05/30/2023 09:10:01,27.159,79.38,2.01,23.31,,
3759,05/30/2023 09:11:01,27.167,79.62,2.01,23.37,,
3760,05/30/2023 09:12:01,27.174,79.55,1.72,23.36,,
3761,05/30/2023 09:13:01,27.178,79.08,2.01,23.26,,
3762,05/30/2023 09:14:01,27.174,79.61,2.01,23.37,,
3763,05/30/2023 09:15:01,27.188,80.2,1.72,23.51,,
3764,05/30/2023 09:16:01,27.21,80.31,1.72,23.55,,
3765,05/30/2023 09:17:01,27.225,79.82,1.43,23.46,,
3766,05/30/2023 09:18:01,27.228,79.52,1.72,23.41,,
3767,05/30/2023 09:19:01,27.233,79.5,2.01,23.4,,
3768,05/30/2023 09:20:01,27.239,79.57,2.01,23.42,,
3769,05/30/2023 09:21:01,27.237,78.95,2.01,23.29,,
3770,05/30/2023 09:22:01,27.231,79.06,2.01,23.31,,
3771,05/30/2023 09:23:01,27.222,79.25,2.01,23.34,,
3772,05/30/2023 09:24:01,27.205,79.28,2.01,23.33,,
3773,05/30/2023 09:25:01,27.204,79.88,2.29,23.46,,
3774,05/30/2023 09:26:01,27.216,79.44,2.29,23.38,,
3775,05/30/2023 09:27:01,27.224,79.57,2.29,23.41,,
3776,05/30/2023 09:28:01,27.24,79.71,2.29,23.46,,
3777,05/30/2023 09:29:01,27.248,79.17,2.29,23.35,,
3778,05/30/2023 09:30:01,27.254,79.56,2.01,23.44,,
3779,05/30/2023 09:31:01,27.268,79.62,2.01,23.46,,
3780,05/30/2023 09:32:01,27.277,79.79,2.01,23.51,,
3781,05/30/2023 09:33:01,27.287,79.75,2.01,23.51,,
3782,05/30/2023 09:34:01,27.297,79.61,2.29,23.49,,
3783,05/30/2023 09:35:01,27.305,79.76,2.01,23.53,,
3784,05/30/2023 09:36:01,27.316,79.81,2.29,23.55,,
3785,05/30/2023 09:37:01,27.32,79.5,2.29,23.49,,
3786,05/30/2023 09:38:01,27.331,79.72,2.29,23.55,,
3787,05/30/2023 09:39:01,27.337,79.7,2.29,23.55,,
3788,05/30/2023 09:40:01,27.345,79.42,2.29,23.5,,
3789,05/30/2023 09:41:01,27.33,79.09,2.29,23.41,,
3790,05/30/2023 09:42:01,27.326,79.09,2.29,23.41,,
3791,05/30/2023 09:43:01,27.331,79.33,2.29,23.46,,
3792,05/30/2023 09:44:01,27.33,79.32,2.29,23.46,,
3793,05/30/2023 09:45:01,27.333,79.35,2.29,23.47,,
3794,05/30/2023 09:46:01,27.336,79.88,2.29,23.58,,
3795,05/30/2023 09:47:01,27.337,79.79,2.29,23.57,,
3796,05/30/2023 09:48:01,27.346,79.93,2.29,23.61,,
3797,05/30/2023 09:49:01,27.353,79.48,2.29,23.52,,
3798,05/30/2023 09:50:01,27.35,79.4,2.29,23.5,,
3799,05/30/2023 09:51:01,27.359,79.39,2.29,23.51,,
3800,05/30/2023 09:52:01,27.366,79.87,2.29,23.61,,
3801,05/30/2023 09:53:01,27.374,80.15,2.29,23.68,,
3802,05/30/2023 09:54:01,27.379,79.63,2.29,23.57,,
3803,05/30/2023 09:55:01,27.383,79.55,2.29,23.56,,
3804,05/30/2023 09:56:01,27.383,79.43,2.29,23.54,,
3805,05/30/2023 09:57:01,27.377,79.55,2.29,23.56,,
3806,05/30/2023 09:58:01,27.376,79.79,2.29,23.6,,
3807,05/30/2023 09:59:01,27.379,79.64,2.29,23.58,,
3808,05/30/2023 10:00:01,27.386,79.68,2.29,23.59,,
3809,05/30/2023 10:01:01,27.391,79.59,2.29,23.58,,
3810,05/30/2023 10:02:01,27.397,79.74,2.29,23.62,,
3811,05/30/2023 10:03:01,27.399,79.78,2.29,23.63,,
3812,05/30/2023 10:04:01,27.4,79.92,2.29,23.65,,
3813,05/30/2023 10:05:01,27.399,80.25,2.29,23.72,,
3814,05/30/2023 10:06:01,27.414,80.26,2.29,23.74,,
3815,05/30/2023 10:07:01,27.422,79.69,2.29,23.63,,
3816,05/30/2023 10:08:01,27.433,79.97,2.29,23.7,,
3817,05/30/2023 10:09:01,27.434,79.6,2.29,23.62,,
3818,05/30/2023 10:10:01,27.442,80.15,2.29,23.74,,
3819,05/30/2023 10:11:01,27.454,80.17,2.29,23.76,,
3820,05/30/2023 10:12:01,27.463,79.97,2.29,23.73,,
3821,05/30/2023 10:13:01,27.471,79.88,2.29,23.72,,
3822,05/30/2023 10:14:01,27.471,79.61,2.29,23.66,,
3823,05/30/2023 10:15:01,27.479,80.22,2.29,23.79,,
3824,05/30/2023 10:16:01,27.493,80.02,2.29,23.77,,
3825,05/30/2023 10:17:01,27.503,80.09,2.29,23.79,,
3826,05/30/2023 10:18:01,27.514,80.22,2.29,23.83,,
3827,05/30/2023 10:19:01,27.52,79.81,2.29,23.75,,
3828,05/30/2023 10:20:01,27.52,79.95,2.29,23.78,,
3829,05/30/2023 10:21:01,27.525,79.8,2.29,23.75,,
3830,05/30/2023 10:22:01,27.517,79.59,2.58,23.7,,
3831,05/30/2023 10:23:01,27.513,79.73,2.58,23.73,,
3832,05/30/2023 10:24:01,27.506,79.82,2.58,23.74,,
3833,05/30/2023 10:25:01,27.505,79.87,2.58,23.75,,
3834,05/30/2023 10:26:01,27.503,80.04,2.58,23.78,,
3835,05/30/2023 10:27:01,27.505,79.96,2.58,23.77,,
3836,05/30/2023 10:28:01,27.508,80.06,2.58,23.79,,
3837,05/30/2023 10:29:01,27.511,80.02,2.58,23.78,,
3838,05/30/2023 10:30:01,27.513,80.06,2.87,23.79,,
3839,05/30/2023 10:31:01,27.514,80.15,2.87,23.81,,
3840,05/30/2023 10:32:01,27.514,79.96,2.87,23.77,,
3841,05/30/2023 10:33:01,27.517,80.27,2.87,23.84,,
3842,05/30/2023 10:34:01,27.529,79.95,2.58,23.79,,
3843,05/30/2023 10:35:01,27.536,80.1,2.87,23.83,,
3844,05/30/2023 10:36:01,27.546,79.77,2.87,23.77,,
3845,05/30/2023 10:37:01,27.557,79.64,2.58,23.75,,
3846,05/30/2023 10:38:01,27.566,79.84,2.58,23.8,,
3847,05/30/2023 10:39:01,27.557,79.82,2.58,23.79,,
3848,05/30/2023 10:40:01,27.56,79.89,2.58,23.81,,
3849,05/30/2023 10:41:01,27.573,79.99,2.58,23.84,,
3850,05/30/2023 10:42:01,27.582,79.9,2.87,23.83,,
3851,05/30/2023 10:43:01,27.599,79.92,2.87,23.85,,
3852,05/30/2023 10:44:01,27.596,80.08,2.87,23.88,,
3853,05/30/2023 10:45:01,27.596,80,2.87,23.86,,
3854,05/30/2023 10:46:01,27.597,79.95,2.87,23.85,,
3855,05/30/2023 10:47:01,27.603,79.99,2.87,23.87,,
3856,05/30/2023 10:48:01,27.608,80.09,2.87,23.89,,
3857,05/30/2023 10:49:01,27.606,79.96,2.87,23.86,,
3858,05/30/2023 10:50:01,27.603,79.95,2.87,23.86,,
3859,05/30/2023 10:51:01,27.611,80.01,2.87,23.88,,
3860,05/30/2023 10:52:01,27.623,80.08,2.87,23.91,,
3861,05/30/2023 10:53:01,27.633,80.08,2.87,23.91,,
3862,05/30/2023 10:54:01,27.636,79.98,2.87,23.9,,
3863,05/30/2023 10:55:01,27.646,80.02,3.16,23.92,,
3864,05/30/2023 10:56:01,27.654,79.99,3.16,23.92,,
3865,05/30/2023 10:57:01,27.665,80.01,2.87,23.93,,
3866,05/30/2023 10:58:01,27.674,80.11,2.87,23.96,,
3867,05/30/2023 10:59:01,27.668,80.02,2.87,23.94,,
3868,05/30/2023 11:00:01,27.665,80.09,3.16,23.95,,
3869,05/30/2023 11:01:01,27.67,80.12,2.87,23.96,,
3870,05/30/2023 11:02:01,27.68,80.12,3.16,23.97,,
3871,05/30/2023 11:03:01,27.685,80.16,3.16,23.98,,
3872,05/30/2023 11:04:01,27.685,80.17,2.87,23.98,,
3873,05/30/2023 11:05:01,27.687,80.16,2.87,23.98,,
3874,05/30/2023 11:06:01,27.691,80.11,2.87,23.98,,
3875,05/30/2023 11:07:01,27.696,80.22,2.58,24.01,,
3876,05/30/2023 11:08:01,27.702,80.21,2.87,24.01,,
3877,05/30/2023 11:09:01,27.699,80.04,2.01,23.97,,
3878,05/30/2023 11:10:01,27.694,79.92,2.58,23.94,,
3879,05/30/2023 11:11:01,27.696,80.05,2.87,23.97,,
3880,05/30/2023 11:12:01,27.699,80.1,2.87,23.98,,
3881,05/30/2023 11:13:01,27.708,80.13,2.01,24,,
3882,05/30/2023 11:14:01,27.714,80.18,2.29,24.01,,
3883,05/30/2023 11:15:01,27.717,80.08,2.01,24,,
3884,05/30/2023 11:16:01,27.72,80.11,2.01,24.01,,
3885,05/30/2023 11:17:01,27.733,80.13,2.29,24.02,,
3886,05/30/2023 11:18:01,27.744,80.18,2.87,24.04,,
3887,05/30/2023 11:19:01,27.75,80.07,2.29,24.03,,
3888,05/30/2023 11:20:01,27.753,80.29,2.29,24.07,,
3889,05/30/2023 11:21:01,27.753,79.99,2.29,24.01,,
3890,05/30/2023 11:22:01,27.753,80.03,3.16,24.02,,
3891,05/30/2023 11:23:01,27.764,80.03,2.87,24.03,,
3892,05/30/2023 11:24:01,27.771,80.16,2.87,24.07,,
3893,05/30/2023 11:25:01,27.77,80.15,2.01,24.06,,
3894,05/30/2023 11:26:01,27.771,80.15,1.72,24.06,,
3895,05/30/2023 11:27:01,27.77,80.02,1.72,24.04,,
3896,05/30/2023 11:28:01,27.768,80.34,2.01,24.1,,
3897,05/30/2023 11:29:01,27.777,80.09,2.01,24.06,,
3898,05/30/2023 11:30:01,27.796,80.03,2.87,24.06,,
3899,05/30/2023 11:31:01,27.81,80.03,3.16,24.08,,
3900,05/30/2023 11:32:01,27.811,80.22,3.16,24.12,,
3901,05/30/2023 11:33:01,27.813,80.11,2.87,24.1,,
3902,05/30/2023 11:34:01,27.811,80.18,3.44,24.11,,
3903,05/30/2023 11:35:01,27.805,80.11,3.44,24.09,,
3904,05/30/2023 11:36:01,27.807,80.29,3.16,24.13,,
3905,05/30/2023 11:37:01,27.804,80.1,2.87,24.09,,
3906,05/30/2023 11:38:01,27.799,79.9,3.44,24.04,,
3907,05/30/2023 11:39:01,27.794,80.14,3.44,24.08,,
3908,05/30/2023 11:40:01,27.796,79.97,3.44,24.05,,
3909,05/30/2023 11:41:01,27.804,80.11,3.73,24.09,,
3910,05/30/2023 11:42:01,27.804,80.21,3.73,24.11,,
3911,05/30/2023 11:43:01,27.805,80.23,3.73,24.11,,
3912,05/30/2023 11:44:01,27.814,80.25,3.73,24.13,,
3913,05/30/2023 11:45:01,27.819,80.23,3.73,24.13,,
3914,05/30/2023 11:46:01,27.821,80.18,3.73,24.12,,
3915,05/30/2023 11:47:01,27.821,79.92,3.73,24.06,,
3916,05/30/2023 11:48:01,27.824,80.06,3.73,24.1,,
3917,05/30/2023 11:49:01,27.83,80.33,3.73,24.16,,
3918,05/30/2023 11:50:01,27.839,80.37,3.73,24.18,,
3919,05/30/2023 11:51:01,27.851,80.15,3.73,24.14,,
3920,05/30/2023 11:52:01,27.859,80.47,3.73,24.22,,
3921,05/30/2023 11:53:01,27.865,80.23,3.73,24.17,,
3922,05/30/2023 11:54:01,27.872,80.08,3.73,24.15,,
3923,05/30/2023 11:55:01,27.879,80.2,3.73,24.18,,
3924,05/30/2023 11:56:01,27.887,80.17,3.73,24.18,,
3925,05/30/2023 11:57:01,27.892,80.19,3.44,24.19,,
3926,05/30/2023 11:58:01,27.889,80.42,3.44,24.24,,
3927,05/30/2023 11:59:01,27.898,80.45,3.16,24.25,,
3928,05/30/2023 12:00:01,27.902,80.08,2.29,24.18,,
3929,05/30/2023 12:01:01,27.905,80.09,3.16,24.18,,
3930,05/30/2023 12:02:01,27.912,80.19,2.58,24.21,,
3931,05/30/2023 12:03:01,27.919,80.14,3.16,24.21,,
3932,05/30/2023 12:04:01,27.915,80.21,3.16,24.22,,
3933,05/30/2023 12:05:01,27.912,80.18,2.87,24.21,,
3934,05/30/2023 12:06:01,27.909,80.15,2.87,24.2,,
3935,05/30/2023 12:07:01,27.912,80.2,3.16,24.21,,
3936,05/30/2023 12:08:01,27.927,80.08,3.44,24.2,,
3937,05/30/2023 12:09:01,27.927,80.01,3.44,24.19,,
3938,05/30/2023 12:10:01,27.935,80,2.87,24.19,,
3939,05/30/2023 12:11:01,27.946,80.04,2.01,24.21,,
3940,05/30/2023 12:12:01,27.952,80.18,2.01,24.25,,
3941,05/30/2023 12:13:01,27.953,80.14,2.87,24.24,,
3942,05/30/2023 12:14:01,27.958,80.25,2.29,24.27,,
3943,05/30/2023 12:15:01,27.952,80.28,2.29,24.27,,
3944,05/30/2023 12:16:01,27.947,80.27,2.29,24.26,,
3945,05/30/2023 12:17:01,27.956,80.26,2.58,24.27,,
3946,05/30/2023 12:18:01,27.953,80.4,3.73,24.29,,
3947,05/30/2023 12:19:01,27.953,80.35,3.73,24.28,,
3948,05/30/2023 12:20:01,27.953,80.36,3.73,24.29,,
3949,05/30/2023 12:21:01,27.952,80.45,3.73,24.3,,
3950,05/30/2023 12:22:01,27.961,80.43,3.44,24.31,,
3951,05/30/2023 12:23:01,27.969,80.42,2.58,24.31,,
3952,05/30/2023 12:24:01,27.97,80.41,3.44,24.31,,
3953,05/30/2023 12:25:01,27.975,80.35,3.73,24.3,,
3954,05/30/2023 12:26:01,27.978,80.41,3.73,24.32,,
3955,05/30/2023 12:27:01,27.981,80.39,3.73,24.32,,
3956,05/30/2023 12:28:01,27.987,80.3,3.73,24.31,,
3957,05/30/2023 12:29:01,27.98,80.24,3.73,24.29,,
3958,05/30/2023 12:30:01,27.973,80.3,3.73,24.29,,
3959,05/30/2023 12:31:01,27.972,80.37,3.73,24.31,,
3960,05/30/2023 12:32:01,27.981,80.49,3.73,24.34,,
3961,05/30/2023 12:33:01,27.989,80.42,3.73,24.33,,
3962,05/30/2023 12:34:01,27.997,80.5,3.73,24.36,,
3963,05/30/2023 12:35:01,27.995,80.58,3.73,24.37,,
3964,05/30/2023 12:36:01,28,80.47,3.73,24.35,,
3965,05/30/2023 12:37:01,27.993,80.37,3.73,24.33,,
3966,05/30/2023 12:38:01,27.99,80.39,3.73,24.33,,
3967,05/30/2023 12:39:01,27.989,80.45,3.73,24.34,,
3968,05/30/2023 12:40:01,27.992,80.46,3.73,24.34,,
3969,05/30/2023 12:41:01,28.001,80.5,3.73,24.36,,
3970,05/30/2023 12:42:01,28.015,80.52,3.73,24.38,,
3971,05/30/2023 12:43:01,28.023,80.52,3.73,24.39,,
3972,05/30/2023 12:44:01,28.032,80.47,3.73,24.38,,
3973,05/30/2023 12:45:01,28.038,80.4,3.73,24.38,,
3974,05/30/2023 12:46:01,28.029,80.53,3.73,24.4,,
3975,05/30/2023 12:47:01,28.024,80.38,3.73,24.36,,
3976,05/30/2023 12:48:01,28.035,80.56,4.02,24.41,,
3977,05/30/2023 12:49:01,28.032,80.5,4.02,24.39,,
3978,05/30/2023 12:50:01,28.026,80.28,4.02,24.34,,
3979,05/30/2023 12:51:01,28.024,80.38,4.02,24.36,,
3980,05/30/2023 12:52:01,28.026,80.49,4.02,24.38,,
3981,05/30/2023 12:53:01,28.031,80.53,4.02,24.4,,
3982,05/30/2023 12:54:01,28.038,80.59,4.02,24.42,,
3983,05/30/2023 12:55:01,28.052,80.48,4.02,24.41,,
3984,05/30/2023 12:56:01,28.06,80.46,4.02,24.41,,
3985,05/30/2023 12:57:01,28.068,80.56,4.02,24.44,,
3986,05/30/2023 12:58:01,28.069,80.36,4.02,24.4,,
3987,05/30/2023 12:59:01,28.069,80.33,3.73,24.39,,
3988,05/30/2023 13:00:01,28.074,80.25,3.73,24.38,,
3989,05/30/2023 13:01:01,28.077,80,4.02,24.33,,
3990,05/30/2023 13:02:01,28.074,80.32,4.02,24.4,,
3991,05/30/2023 13:03:01,28.074,80.17,4.02,24.36,,
3992,05/30/2023 13:04:01,28.074,80.36,4.02,24.4,,
3993,05/30/2023 13:05:01,28.077,80.34,4.02,24.4,,
3994,05/30/2023 13:06:01,28.078,80.37,4.02,24.41,,
3995,05/30/2023 13:07:01,28.088,80.33,4.02,24.41,,
3996,05/30/2023 13:08:01,28.094,80.38,4.02,24.43,,
3997,05/30/2023 13:09:01,28.1,80.23,4.3,24.4,,
3998,05/30/2023 13:10:01,28.111,80.28,4.02,24.42,,
3999,05/30/2023 13:11:01,28.112,80.32,4.3,24.43,,
4000,05/30/2023 13:12:01,28.111,80.25,4.02,24.42,,
4001,05/30/2023 13:13:01,28.119,80.45,4.02,24.46,,
4002,05/30/2023 13:14:01,28.125,80.39,3.73,24.46,,
4003,05/30/2023 13:15:01,28.128,80.41,2.58,24.47,,
4004,05/30/2023 13:16:01,28.128,80.38,2.29,24.46,,
4005,05/30/2023 13:17:01,28.137,80.36,3.16,24.46,,
4006,05/30/2023 13:18:01,28.137,80.42,4.02,24.48,,
4007,05/30/2023 13:19:01,28.134,80.38,4.3,24.47,,
4008,05/30/2023 13:20:01,28.137,80.39,4.3,24.47,,
4009,05/30/2023 13:21:01,28.136,80.48,4.3,24.49,,
4010,05/30/2023 13:22:01,28.133,80.36,4.02,24.46,,
4011,05/30/2023 13:23:01,28.129,80.33,3.73,24.45,,
4012,05/30/2023 13:24:01,28.128,80.41,2.87,24.47,,
4013,05/30/2023 13:25:01,28.125,80.34,2.87,24.45,,
4014,05/30/2023 13:26:01,28.14,80.43,2.58,24.48,,
4015,05/30/2023 13:27:01,28.146,80.51,2.58,24.5,,
4016,05/30/2023 13:28:01,28.151,80.37,3.16,24.48,,
4017,05/30/2023 13:29:01,28.163,80.45,2.58,24.51,,
4018,05/30/2023 13:30:01,28.174,80.52,2.87,24.53,,
4019,05/30/2023 13:31:01,28.179,80.33,3.16,24.5,,
4020,05/30/2023 13:32:01,28.188,80.43,4.02,24.53,,
4021,05/30/2023 13:33:01,28.194,80.47,4.02,24.54,,
4022,05/30/2023 13:34:01,28.199,80.36,4.02,24.53,,
4023,05/30/2023 13:35:01,28.204,80.55,4.02,24.57,,
4024,05/30/2023 13:36:01,28.198,80.56,4.3,24.57,,
4025,05/30/2023 13:37:01,28.199,80.51,4.3,24.56,,
4026,05/30/2023 13:38:01,28.201,80.42,4.3,24.54,,
4027,05/30/2023 13:39:01,28.202,80.44,4.02,24.54,,
4028,05/30/2023 13:40:01,28.213,80.52,4.02,24.57,,
4029,05/30/2023 13:41:01,28.216,80.5,4.02,24.57,,
4030,05/30/2023 13:42:01,28.221,80.52,3.73,24.58,,
4031,05/30/2023 13:43:01,28.224,80.49,3.16,24.58,,
4032,05/30/2023 13:44:01,28.23,80.52,2.01,24.59,,
4033,05/30/2023 13:45:01,28.235,80.56,2.01,24.6,,
4034,05/30/2023 13:46:01,28.238,80.36,2.01,24.56,,
4035,05/30/2023 13:47:01,28.23,80.25,2.01,24.53,,
4036,05/30/2023 13:48:01,28.218,80.27,2.29,24.52,,
4037,05/30/2023 13:49:01,28.208,80.49,2.01,24.56,,
4038,05/30/2023 13:50:01,28.21,80.51,2.01,24.57,,
4039,05/30/2023 13:51:01,28.218,80.46,1.72,24.56,,
4040,05/30/2023 13:52:01,28.224,80.55,1.72,24.59,,
4041,05/30/2023 13:53:01,28.225,80.38,1.72,24.56,,
4042,05/30/2023 13:54:01,28.222,80.51,1.72,24.58,,
4043,05/30/2023 13:55:01,28.227,80.57,1.72,24.6,,
4044,05/30/2023 13:56:01,28.238,80.42,1.72,24.57,,
4045,05/30/2023 13:57:01,28.247,80.53,2.01,24.61,,
4046,05/30/2023 13:58:01,28.244,80.45,2.01,24.59,,
4047,05/30/2023 13:59:01,28.249,80.47,2.29,24.59,,
4048,05/30/2023 14:00:01,28.255,80.38,2.29,24.58,,
4049,05/30/2023 14:01:01,28.261,80.42,2.58,24.6,,
4050,05/30/2023 14:02:01,28.264,80.41,3.44,24.6,,
4051,05/30/2023 14:03:01,28.272,80.47,3.73,24.62,,
4052,05/30/2023 14:04:01,28.278,80.47,4.3,24.63,,
